adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}]",,47119,tt0113145,fr,Le garçu,A self-centered man (Gérard Depardieu) with many diversions occasionally visits his 4-year-old son (Antoine Pialat) and the boy's mother (Géraldine Pailhas).,0.125882,/mNVzavhbTbn09CO9DZRah9Z5kRF.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'DD Productions', 'id': 1524}, {'name': 'Canal+', 'id': 5358}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Glem Production', 'id': 28400}, {'name': 'PXP Productions', 'id': 93503}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1995-10-31,0,102,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Le Garçu,False,5.0,1
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,314352,tt0116559,de,Honigmond,German Comedy,0.652621,/mBS84REn75uKWXhlH7MvyRKSCDb.jpg,"[{'name': 'Roxy Film', 'id': 101}, {'name': 'MTM Cineteve', 'id': 740}, {'name': 'Pro 7', 'id': 9023}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1996-04-11,0,92,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Honeymoon,False,0.0,0
False,"{'id': 23026, 'name': 'Ghost in the Shell Collection', 'poster_path': '/xEQVBrAd1hWtwCeK39RQ84CRqB7.jpg', 'backdrop_path': '/xt0E8CHXzLxEoiPqrjZMRrM4Izi.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,9323,tt0113568,ja,GHOST IN THE SHELL,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",10.686166,/9gC88zYUBARRSThcG93MvW14sqx.jpg,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Kodansha', 'id': 6999}, {'name': 'Production I.G.', 'id': 12657}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1995-11-18,2287714,83,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,It found a voice... Now it needs a body.,Ghost in the Shell,False,7.8,854
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,10280,tt0117894,en,Thinner,"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",4.856229,/wmnTIiRf3Nl5jhMlqLRXQY5msN6.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spelling Films', 'id': 10355}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-25,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Let the curse fit the crime.,Thinner,False,5.5,125
False,,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,10535,tt0117723,en,Spy Hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",8.202057,/rYIqre2VJvykvXuQSVC0D3Hs4LU.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-24,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All the action. All the women. Half the intelligence.,Spy Hard,False,4.9,148
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,124613,tt0112586,en,Brothers in Trouble,"Amir is an illegal Pakistani immigrant smuggled into England in the 1960's to work, to send money to his family and perhaps even bring them over with him. A skilled laborer, he is forced to do unskilled work like shoveling sheep dung and processing wool. He lives in a boarding house with nearly a dozen other men, under the supervision of Hussein Shah. He befriends a young student, Sakib, who dreams of being a writer. Their existence is punctuated by secret movies, a visiting prostitute, fear of detection and deportation, and the gangster-like smuggler who comes by for his take every week. The household is shaken up by the arrival of a white girl, Shah's girlfriend, and the sense of femininity and family she brings.",0.594716,/iah8HgpfwAxc8Bdx9EudZ0Gn6Vc.jpg,"[{'name': 'Renegade Films', 'id': 19262}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-08-23,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Brothers in Trouble,False,0.0,0
False,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",http://www.wallaceandgromit.com/films/a-close-shave,532,tt0112691,en,A Close Shave,"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.",6.796858,/efFW4euBJIha6WVJoBPSfyui2Aa.jpg,"[{'name': 'Aardman Animations', 'id': 297}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-12-24,0,30,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.,A Close Shave,False,7.5,223
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,26744,tt0040366,en,Force of Evil,"Lawyer Joe Morse wants to consolidate all the small-time numbers racket operators into one big powerful operation. But his elder brother Leo is one of these small-time operators who wants to stay that way, preferring not to deal with the gangsters who dominate the big-time.",4.386329,/piKroeALv3ckaZe9QroagMDfVse.jpg,"[{'name': 'Enterprise Productions', 'id': 3333}, {'name': 'Roberts Pictures Inc.', 'id': 19760}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-12-25,0,78,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Force of Evil,False,6.6,33
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,16299,tt0117768,en,The Stupids,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",1.751457,/h6ApGOCL6G6ayrAMkw7ZrWyvoe3.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-30,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,As American as apple pie and twice as smart.,The Stupids,False,4.2,22
False,"{'id': 116661, 'name': 'The Arrival Collection', 'poster_path': '/oBBLM2XzrBwjmwWRsPmZ4UuBe7g.jpg', 'backdrop_path': '/rEk9ZLfrYXL87CMEddMaYAOwC39.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,10547,tt0115571,en,The Arrival,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",6.497591,/7K7NExClVGDQMaHzj7gwx4mcJ40.jpg,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Steelwork Films', 'id': 12450}, {'name': 'Mediaworks', 'id': 12451}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-31,14048372,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest danger facing our world has been the planet's best kept secret... until now.,The Arrival,False,6.1,200
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,245268,tt0031612,en,The Man from Down Under,An Australian blowhard raises two orphaned children as his own in the years leading up to WWII.,0.068254,/bwgaRx9hMP1dfhPAyazfTq81HRe.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-08-04,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THRILLS!  FUN!  ACTION!,The Man from Down Under,False,0.0,0
False,,1800000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",,935,tt0057012,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",9.80398,/tviJ68Wj4glQk3CPMvdvExYHxX.jpg,"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1964-01-29,9440272,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,8.0,1472
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,55613,tt0103926,en,Careful,"In the remote Alpine village of Tolzbad at the turn of the century, people talk quietly and restrain their movements lest avalanches come and kill them. This atmosphere lends itself to repressed emotions - shown through the parallel stories of butler student Johann lusting after his mother (an old flame of the mysterious Count Knotkers) and Klara's attraction to her father (who lusts after his other daughter), leading to duels and suicidal plunges galore. All this is shot in the style of an early German sound film, complete with intertitles, deliberately crackly soundtrack and 'hand-tinted' colour effects.",0.160571,/lQL7oJqTZdvjj9SE9prcgmIeYxo.jpg,"[{'name': 'the Canadian Council', 'id': 6697}, {'name': 'The Canada Manitoba Cultural Industries Development Office (CIDO)', 'id': 6698}, {'name': 'The Manitoba Arts Council', 'id': 6700}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1992-09-30,0,100,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Careful,False,7.8,4
False,,0,[],,215107,tt0105737,en,Vermont Is for Lovers,"Vermont is for Lovers is an independently produced docudrama released in 1992, starring George Thrush and Marya Cohn and shot on location Tunbridge, Vermont. The film concerns a couple visiting Vermont in order to be married, and interviewing local residents on the subject of marriage.[Largely improvised and using non-professional actors, the film was shown at various film festivals including the Melbourne International Film Festival and the Hawaii International Film Festival. The movie was not terribly well received by the national press, with the New York Times calling it, ""vaguely amiable"". While the Washington Post review commented that the film was an ""all-too-easy target for ridicule"", it also mentioned one of the film's high points: ""In one scene, a typically droll Vermont resident (playing himself) sums up his state's fabled coolness to strangers by suggesting that a sign be placed at the state line, reading ""Welcome to Vermont. Now Leave.""""",0.75,,[],[],,0,88,[],Released,,Vermont Is for Lovers,False,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,41007,tt0113849,en,A Month by the Lake,"For 16 years Miss Bentley has been spending April at an elegant hillside villa on Lake Como. This year, 1937, her London society artist father has recently died and the only other English-speaking guests are brash Americans. Then Major Wilshaw arrives. He suggests they meet for cocktails and Miss Bentley stands him up -- not even thinking about it -- as she helps the new nanny of an Italian family settle in. Miss Beaumont, a tall, young American who has dropped out of finishing school in Switzerland, is bored and finds some amusement in flirting with the major, whose libido is awakened for the first time since before the great war. And Miss Bentley now finds more about the major to admire than his ears.",0.851078,/yujZIoJLebHbIKr9iHJccNFHG81.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Anuline', 'id': 36995}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-11,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Month by the Lake,False,7.2,7
False,,0,"[{'id': 18, 'name': 'Drama'}]",,35645,tt0113188,en,Gold Diggers: The Secret of Bear Mountain,"Two teen girls, one from the city, one from the country, try to find the hidden gold of Bear Mountain learning about friendship, loyalty and courage on the way.",5.508101,/2EZf5FKxGRswhOUHn9GM5yqRR0h.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Bregman/Baer Productions', 'id': 11393}, {'name': 'Universal City Studios', 'id': 69627}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-03,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some friendships are worth a fortune,Gold Diggers: The Secret of Bear Mountain,False,5.8,20
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,110465,tt0042644,en,Kim,"Kim, a young boy living on his own on the streets of India, is actually the son of a British officer. He meets a lama, a holy man, and devotes himself to his tending. But when British administrators discover his birthright, he is placed in a British school. His nature, however, is opposed to the regimentation expected for the son of a British soldier, and he rebels. His familiarity with Indian life and his ability to pass as an Indian child allows him to function as a spy for the British as they attempt to thwart revolution and invasion of India. Rejoining his holy man, Kim (with the help of daring adventurer Mahbub Ali) takes on a dangerous mission.",1.048075,/9KlWbUFqL1ROwNZSn1Vjw2KnIsn.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-12-07,0,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Famed Spectacular Adventure Story Filmed Against Authentic Backgrounds in Mystic India The Greatest Spy Thriller of Them All!,Kim,False,7.0,5
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,255546,tt0109381,pt,Carmen Miranda: Bananas Is My Business,"A biography of the Portuguese-Brazilian singer Carmen Miranda, whose most distinctive feature was her tutti frutti hat. She came to the US as the ""Brazilian Bombshell"" and was a Broadway and Hollywood star in the 1940s.",0.146287,/llDwjrtUdmLt09PuQhQvdJdK3Tl.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Riofilme', 'id': 21454}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-04-13,0,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Carmen Miranda: Bananas Is My Business,False,10.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",http://www.sonyclassics.com/ashesoftimeredux/,40751,tt0109688,zh,東邪西毒,"The film is set in five parts, five seasons that are part of the Chinese almanac. The story takes place in the jianghu, the world of the martial arts. Ouyang Feng has lived in the western desert for some years. He left his home in White Camel Mountain when the woman he loved chose to marry his elder brother rather than him. Instead of seeking glory, he ends up as an agent. When people come to him with a wish to eliminate someone who has wronged them, he puts them in touch with a swordsman who can do the job.",5.215992,/ir2277KpcFcJYZ0VApCXAi5hXm3.jpg,"[{'name': 'Beijing Film Studio', 'id': 708}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1994-09-16,0,100,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Ashes of Time,False,7.1,73
False,,0,[],,275096,tt0104606,en,Khomreh,"In the yard of an Iranian village school stands in the shade of a tree a large stoneware jar from which all the pupils drink fresh water. On an unfortunate day, the jar starts leaking. The schoolmaster tries hard to get a new one but in vain. The only solution is to have it fixed...",0.401531,/bWMc7hTWS9gZ4V45dyiqxdFhxFw.jpg,[],[],1994-04-01,0,86,[],Released,,The Jar,False,8.0,3
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,85778,tt0110480,en,Maya Lin: A Strong Clear Vision,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,0.001608,/btOruvOqEQJBX4I7OoLVO1FyQJD.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-10,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of The Vietnam Veterans Memorial and its inspiring creator.,Maya Lin: A Strong Clear Vision,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,11101,tt0108211,de,Stalingrad,"""Stalingrad"" follows the progress of a German Platoon through the brutal fighting of the Battle of Stalingrad. After having half their number wiped out and after being placed under the command of a sadistic Captain, the Lieutenant of the platoon leads his men to desert. The men of the platoon attempt to escape from the city which is now surrounded by the Soviet Army.",7.667284,/hmk6RDLpScF7lpHYRuJvwRSug18.jpg,"[{'name': 'Royal Film', 'id': 998}, {'name': 'Bavaria Film', 'id': 1704}, {'name': 'B.A. Produktion', 'id': 21948}, {'name': 'Perathon Film-und Fernsehproduktions', 'id': 23417}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1993-01-21,0,134,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Stalingrad,False,7.4,116
False,,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",,9826,tt0117331,en,The Phantom,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,8.079541,/8k8RSMkmGR9Lp6FbKtithM3KIQb.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'The Ladd Company', 'id': 7965}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-06-06,17300889,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Slam Evil!,The Phantom,False,4.7,138
False,,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,9879,tt0117765,en,Striptease,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",11.341502,/9ghJrXb6ja0yz5ITSsBHx64RLlX.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-06-28,113309743,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some People Get Into Trouble No Matter What They WEAR.,Striptease,False,4.4,210
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,63564,tt0116833,en,The Last of the High Kings,"It is 1977, Dublin rocks to the music of Thin Lizzy and the world is stunned by the death of Elvis Presley. Frankie, caught between acne and adulthood, has just completed his final exams in school. Convinced he will fail, he survives the summer organising a beach party, having lustful thoughts about two girls he believes are unobtainable and fending off the advances from a visiting American family friend, all whilst coping with his oddball family.",1.427756,/hFnr81xOiXUYqg1lura8ynHAs7G.jpg,[],[],1996-12-06,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,When school ends... and life begins.,The Last of the High Kings,False,5.7,15
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,22621,tt0113280,en,Heavy,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",0.889498,/y0yIzgFOxJMvyOOtOQfPt2Fa8xH.jpg,"[{'name': 'Available Light Productions', 'id': 4125}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-20,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Heavy,False,7.7,11
False,,45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,7095,tt0116669,en,Jack,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",6.287245,/nOgHa5ggt6vbmIuoNW7exrJQJq9.jpg,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Great Oaks Entertainment', 'id': 2173}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-09,58620973,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,Jack,False,5.9,340
False,,0,"[{'id': 18, 'name': 'Drama'}]",,26890,tt0116594,en,I Shot Andy Warhol,"Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story.",2.771201,/bW6Y0qC9S6DYlBDUtKdwjqIDSYE.jpg,"[{'name': 'Playhouse International Pictures', 'id': 2492}, {'name': 'BBC Arena', 'id': 17179}, {'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-01,1814290,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You only get one shot at fame.,I Shot Andy Warhol,False,6.1,32
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,46732,tt0113211,en,The Grass Harp,"Based on the novel by Truman Capote, this often-witty coming-of-age drama looks at a young man growing up with an unusual family in the Deep South in the 1940s.",0.365418,/pcdi92LC26RW3zm97SwF3NXYTUr.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Charles Matthau-Jerry Tokofsky-John Davis Productions', 'id': 17064}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-10,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love is a chain of love... as nature is a chain of life.,The Grass Harp,False,6.1,4
False,,0,"[{'id': 18, 'name': 'Drama'}]",,124633,tt0114494,sr,Tuđa Amerika,"This tale takes place in a bar. The Spanish Alonso and his blind mother run this place. Bay, who is Alonso's friend live here too. This story tells something about Alonso and Bay and the ""American Dream"".",0.099602,/t1L4Bd3Sm6xod39cPJKZLkt9t00.jpg,"[{'name': 'MACT Productions', 'id': 393}, {'name': 'Canal+', 'id': 5358}, {'name': 'Stefi 2', 'id': 5983}, {'name': 'Lichtblick Film- und Fernsehproduktion (I)', 'id': 16975}, {'name': 'Magnolia Mae Films', 'id': 18188}, {'name': 'European Co-production Fund', 'id': 30226}, {'name': 'Intrinsica Films', 'id': 86296}]","[{'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1995-09-09,0,96,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,"Two friends, two worlds, one dream.",Someone Else's America,False,0.0,0
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,202425,tt0094265,fr,La vie est belle,A young man with dreams of pursuing a career in music moves form his small village to  the capital. Along the way he falls head over heels for a woman - the same woman his boss is also pursuing for his own reasons.,0.514363,/kSCZlF0kR8D8Br7xiAb8mKzPhpz.jpg,"[{'name': 'Stéphan Films', 'id': 2359}, {'name': ""Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles"", 'id': 11796}, {'name': ""Sol'oeil Films"", 'id': 43860}, {'name': 'Lamy Films', 'id': 66451}, {'name': 'Ministère des Affaires étrangères et du Développement International', 'id': 72598}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'CD', 'name': 'Congo'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1987-11-17,0,80,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Life is Rosy,False,6.5,2
False,,0,[],,196940,tt0105201,en,Quartier Mozart,"The boisterous and cheerful lives of the residents of Cameroon are barely dented by incursions of supernatural power in this humor-filled rendition of traditional folk tales in modern guise. In the story, a cheerfully naughty girl crosses paths with a witch who has the power to satisfy her curiosity about men by changing her into a young man. She then becomes one of the boy suitors for the amorous attentions of a policeman's daughter. Some of the men have unusual names and even odder magical gifts: one of them has the ability to make a man's genitals disappear when he shakes hands with him.",0.011938,/pYMtgdgtPu2sxePjmeMeSMqNXxz.jpg,[],[],1992-05-26,0,80,[],Released,,Quartier Mozart,False,5.0,1
False,"{'id': 303969, 'name': 'Martin Scorsese’s World Cinema Project, Vol. 1', 'poster_path': '/nbR7Hniq5qzkF2ma0VkDXQCUTd5.jpg', 'backdrop_path': None}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://worldcinemafoundation.org/films/touki-bouki,77771,tt0070820,wo,Touki-Bouki,"A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris.",0.043903,/che94e6wSm9TWLunhsHgHfNiqTu.jpg,"[{'name': 'Studio Kankourama', 'id': 72471}, {'name': 'Cinegrit', 'id': 72472}]","[{'iso_3166_1': 'SN', 'name': 'Senegal'}]",1973-07-01,0,85,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'wo', 'name': 'Wolof'}]",Released,The Journey of the Hyena,Touki Bouki,False,7.3,10
False,,0,"[{'id': 18, 'name': 'Drama'}]",,181083,tt0084898,fr,Wend Kuuni,"In pre-colonial times a peddler crossing the savanna discovers a child lying unconscious in the bush. When the boy comes to, he is mute and cannot explain who he is. The peddler leaves him with a family in the nearest village. After a search for his parents, the family adopts him, giving him the name Wend Kuuni (God's Gift) and a loving sister with whom he bonds. Wend Kuuni regains his speech only after witnessing a tragic event that prompts him to reveal his own painful history.",0.049573,/7t0xjFUqy4T9gcM9lKYle8tTIq3.jpg,"[{'name': 'Direction du Cinema Haute Volta', 'id': 72469}]","[{'iso_3166_1': 'BF', 'name': 'Burkina Faso'}]",1982-01-01,0,75,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,God's Gift,False,5.0,1
